AREA;PROBLEMA_OBJETIVO;POBLACION;RIESGO_PROBLEMA;TECNICA_METODO;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO_TAREA;RIESGO_TAREA;DURACION;PRIORIDAD;FUENTE_IDS;NOTA_PROFESIONAL
Relaciones, apego y dependencia emocional;Ruptura sentimental complicada;Adultos;medio;Comunicación de pareja/relacional;Pedir seguridad de forma sana;Sustituir control por petición clara y limitada.;Mejorar comunicación.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Ruptura sentimental complicada;Adultos;medio;Manejo de celos;Reducir comprobación de celos;Elegir una comprobación y retrasarla/reducirla.;Disminuir ciclo de celos.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Ruptura sentimental complicada;Adultos;medio;Matriz de apoyo social;Lista de apoyo social;Identificar personas y tipo de apoyo que pueden ofrecer.;Ampliar red de apoyo.;bajo;20 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Relaciones, apego y dependencia emocional;Ruptura sentimental complicada;Adultos;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por pérdida familiar;Adultos/Adolescentes;medio;Trabajo con duelo;Carta no enviada;Escribir lo no dicho a persona perdida o relación terminada.;Procesar duelo.;medio;30 min;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por pérdida familiar;Adultos/Adolescentes;medio;Trabajo con duelo;Ritual de despedida o continuidad;Diseñar gesto simbólico adaptado a valores del paciente.;Integrar pérdida.;medio;variable;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por pérdida familiar;Adultos/Adolescentes;medio;Narrativa terapéutica;Línea temporal del duelo;Ordenar hitos de pérdida, cambios y recursos usados.;Dar sentido al proceso.;medio;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por pérdida familiar;Adultos/Adolescentes;medio;Autocompasión;Registro de autocrítica;Anotar frase autocrítica, emoción y alternativa compasiva.;Reducir autocrítica.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por pérdida familiar;Adultos/Adolescentes;medio;Autocompasión;Carta de autocompasión;Escribir respuesta a uno mismo como a un amigo.;Cultivar trato interno amable.;bajo;20 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por pérdida familiar;Adultos/Adolescentes;medio;Autocompasión;Reformulación de error;Transformar un error en aprendizaje concreto.;Reducir miedo al error.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por pérdida familiar;Adultos/Adolescentes;medio;Trabajo de valores;Inventario de fortalezas;Listar habilidades, valores, esfuerzos y logros concretos.;Reforzar autoconcepto.;bajo;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por pérdida familiar;Adultos/Adolescentes;medio;Trabajo de valores;Actividad de reconexión vital;Programar actividad pequeña vinculada a valores o identidad.;Reconstruir vida cotidiana.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por pérdida familiar;Adultos/Adolescentes;medio;Trabajo de valores;Clarificación de valores;Elegir 3 valores y una acción pequeña por valor.;Orientar conducta.;bajo;sesión;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por pérdida familiar;Adultos/Adolescentes;medio;Matriz de apoyo social;Lista de apoyo social;Identificar personas y tipo de apoyo que pueden ofrecer.;Ampliar red de apoyo.;bajo;20 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por pérdida familiar;Adultos/Adolescentes;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo sentimental;Adultos;medio;Trabajo con duelo;Carta no enviada;Escribir lo no dicho a persona perdida o relación terminada.;Procesar duelo.;medio;30 min;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo sentimental;Adultos;medio;Trabajo con duelo;Ritual de despedida o continuidad;Diseñar gesto simbólico adaptado a valores del paciente.;Integrar pérdida.;medio;variable;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo sentimental;Adultos;medio;Narrativa terapéutica;Línea temporal del duelo;Ordenar hitos de pérdida, cambios y recursos usados.;Dar sentido al proceso.;medio;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo sentimental;Adultos;medio;Autocompasión;Registro de autocrítica;Anotar frase autocrítica, emoción y alternativa compasiva.;Reducir autocrítica.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo sentimental;Adultos;medio;Autocompasión;Carta de autocompasión;Escribir respuesta a uno mismo como a un amigo.;Cultivar trato interno amable.;bajo;20 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo sentimental;Adultos;medio;Autocompasión;Reformulación de error;Transformar un error en aprendizaje concreto.;Reducir miedo al error.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo sentimental;Adultos;medio;Trabajo de valores;Inventario de fortalezas;Listar habilidades, valores, esfuerzos y logros concretos.;Reforzar autoconcepto.;bajo;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo sentimental;Adultos;medio;Trabajo de valores;Actividad de reconexión vital;Programar actividad pequeña vinculada a valores o identidad.;Reconstruir vida cotidiana.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo sentimental;Adultos;medio;Trabajo de valores;Clarificación de valores;Elegir 3 valores y una acción pequeña por valor.;Orientar conducta.;bajo;sesión;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo sentimental;Adultos;medio;Matriz de apoyo social;Lista de apoyo social;Identificar personas y tipo de apoyo que pueden ofrecer.;Ampliar red de apoyo.;bajo;20 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo sentimental;Adultos;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por cambio vital;Adultos;medio;Trabajo con duelo;Carta no enviada;Escribir lo no dicho a persona perdida o relación terminada.;Procesar duelo.;medio;30 min;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por cambio vital;Adultos;medio;Trabajo con duelo;Ritual de despedida o continuidad;Diseñar gesto simbólico adaptado a valores del paciente.;Integrar pérdida.;medio;variable;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por cambio vital;Adultos;medio;Narrativa terapéutica;Línea temporal del duelo;Ordenar hitos de pérdida, cambios y recursos usados.;Dar sentido al proceso.;medio;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por cambio vital;Adultos;medio;Autocompasión;Registro de autocrítica;Anotar frase autocrítica, emoción y alternativa compasiva.;Reducir autocrítica.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por cambio vital;Adultos;medio;Autocompasión;Carta de autocompasión;Escribir respuesta a uno mismo como a un amigo.;Cultivar trato interno amable.;bajo;20 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por cambio vital;Adultos;medio;Autocompasión;Reformulación de error;Transformar un error en aprendizaje concreto.;Reducir miedo al error.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por cambio vital;Adultos;medio;Trabajo de valores;Inventario de fortalezas;Listar habilidades, valores, esfuerzos y logros concretos.;Reforzar autoconcepto.;bajo;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por cambio vital;Adultos;medio;Trabajo de valores;Actividad de reconexión vital;Programar actividad pequeña vinculada a valores o identidad.;Reconstruir vida cotidiana.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por cambio vital;Adultos;medio;Trabajo de valores;Clarificación de valores;Elegir 3 valores y una acción pequeña por valor.;Orientar conducta.;bajo;sesión;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por cambio vital;Adultos;medio;Matriz de apoyo social;Lista de apoyo social;Identificar personas y tipo de apoyo que pueden ofrecer.;Ampliar red de apoyo.;bajo;20 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Duelo por cambio vital;Adultos;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Culpa asociada al duelo;Adultos;medio;Trabajo con duelo;Carta no enviada;Escribir lo no dicho a persona perdida o relación terminada.;Procesar duelo.;medio;30 min;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Culpa asociada al duelo;Adultos;medio;Trabajo con duelo;Ritual de despedida o continuidad;Diseñar gesto simbólico adaptado a valores del paciente.;Integrar pérdida.;medio;variable;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Culpa asociada al duelo;Adultos;medio;Narrativa terapéutica;Línea temporal del duelo;Ordenar hitos de pérdida, cambios y recursos usados.;Dar sentido al proceso.;medio;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Culpa asociada al duelo;Adultos;medio;Autocompasión;Registro de autocrítica;Anotar frase autocrítica, emoción y alternativa compasiva.;Reducir autocrítica.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Culpa asociada al duelo;Adultos;medio;Autocompasión;Carta de autocompasión;Escribir respuesta a uno mismo como a un amigo.;Cultivar trato interno amable.;bajo;20 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Culpa asociada al duelo;Adultos;medio;Autocompasión;Reformulación de error;Transformar un error en aprendizaje concreto.;Reducir miedo al error.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Culpa asociada al duelo;Adultos;medio;Trabajo de valores;Inventario de fortalezas;Listar habilidades, valores, esfuerzos y logros concretos.;Reforzar autoconcepto.;bajo;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Culpa asociada al duelo;Adultos;medio;Trabajo de valores;Actividad de reconexión vital;Programar actividad pequeña vinculada a valores o identidad.;Reconstruir vida cotidiana.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Culpa asociada al duelo;Adultos;medio;Trabajo de valores;Clarificación de valores;Elegir 3 valores y una acción pequeña por valor.;Orientar conducta.;bajo;sesión;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Culpa asociada al duelo;Adultos;medio;Matriz de apoyo social;Lista de apoyo social;Identificar personas y tipo de apoyo que pueden ofrecer.;Ampliar red de apoyo.;bajo;20 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Duelo y pérdidas;Culpa asociada al duelo;Adultos;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Burnout laboral;Adultos;medio;Registro ABC;Registro ABC emocional;Registrar situación, pensamiento, emoción, impulso y conducta.;Comprender ciclos emocionales.;bajo;7 días;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Burnout laboral;Adultos;medio;Registro ABC;Registro de comparación;Detectar comparación, contexto, coste y respuesta alternativa.;Reducir comparación dañina.;bajo;7 días;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Burnout laboral;Adultos;medio;Registro ABC;Registro de carga laboral;Anotar demandas, energía, pausas, horas extra y recuperación.;Detectar burnout/estrés.;bajo;7 días;alta;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Burnout laboral;Adultos;medio;Solución de problemas;Solución de problemas en 5 pasos;Definir problema, opciones, elección, acción y revisión.;Aumentar afrontamiento.;bajo;semanal;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Burnout laboral;Adultos;medio;Higiene del sueño y recuperación;Plan de recuperación;Programar descanso, sueño, ocio y desconexión real.;Recuperar energía.;bajo;semanal;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Burnout laboral;Adultos;medio;Límites laborales;Límite laboral semanal;Definir un límite concreto: horario, correo, descanso o tarea.;Reducir sobrecarga.;bajo;semanal;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Burnout laboral;Adultos;medio;Plan anti-burnout;Matriz demandas-recursos;Listar demandas laborales y recursos disponibles/posibles.;Plan anti-burnout.;medio;30 min;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Burnout laboral;Adultos;medio;Trabajo de valores;Inventario de fortalezas;Listar habilidades, valores, esfuerzos y logros concretos.;Reforzar autoconcepto.;bajo;30 min;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Burnout laboral;Adultos;medio;Trabajo de valores;Actividad de reconexión vital;Programar actividad pequeña vinculada a valores o identidad.;Reconstruir vida cotidiana.;bajo;semanal;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Burnout laboral;Adultos;medio;Trabajo de valores;Clarificación de valores;Elegir 3 valores y una acción pequeña por valor.;Orientar conducta.;bajo;sesión;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Burnout laboral;Adultos;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Estrés laboral sostenido;Adultos;medio;Registro ABC;Registro ABC emocional;Registrar situación, pensamiento, emoción, impulso y conducta.;Comprender ciclos emocionales.;bajo;7 días;media;"PSY2_SRC009;PSY2_SRC010";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Estrés laboral sostenido;Adultos;medio;Registro ABC;Registro de comparación;Detectar comparación, contexto, coste y respuesta alternativa.;Reducir comparación dañina.;bajo;7 días;media;"PSY2_SRC009;PSY2_SRC010";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Estrés laboral sostenido;Adultos;medio;Registro ABC;Registro de carga laboral;Anotar demandas, energía, pausas, horas extra y recuperación.;Detectar burnout/estrés.;bajo;7 días;alta;"PSY2_SRC009;PSY2_SRC010";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Estrés laboral sostenido;Adultos;medio;Solución de problemas;Solución de problemas en 5 pasos;Definir problema, opciones, elección, acción y revisión.;Aumentar afrontamiento.;bajo;semanal;media;"PSY2_SRC009;PSY2_SRC010";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Estrés laboral sostenido;Adultos;medio;Higiene del sueño y recuperación;Plan de recuperación;Programar descanso, sueño, ocio y desconexión real.;Recuperar energía.;bajo;semanal;media;"PSY2_SRC009;PSY2_SRC010";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Estrés laboral sostenido;Adultos;medio;Límites laborales;Límite laboral semanal;Definir un límite concreto: horario, correo, descanso o tarea.;Reducir sobrecarga.;bajo;semanal;media;"PSY2_SRC009;PSY2_SRC010";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Estrés laboral sostenido;Adultos;medio;Plan anti-burnout;Matriz demandas-recursos;Listar demandas laborales y recursos disponibles/posibles.;Plan anti-burnout.;medio;30 min;media;"PSY2_SRC009;PSY2_SRC010";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Estrés laboral sostenido;Adultos;medio;Trabajo de valores;Inventario de fortalezas;Listar habilidades, valores, esfuerzos y logros concretos.;Reforzar autoconcepto.;bajo;30 min;media;"PSY2_SRC009;PSY2_SRC010";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Estrés laboral sostenido;Adultos;medio;Trabajo de valores;Actividad de reconexión vital;Programar actividad pequeña vinculada a valores o identidad.;Reconstruir vida cotidiana.;bajo;semanal;media;"PSY2_SRC009;PSY2_SRC010";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Estrés laboral sostenido;Adultos;medio;Trabajo de valores;Clarificación de valores;Elegir 3 valores y una acción pequeña por valor.;Orientar conducta.;bajo;sesión;media;"PSY2_SRC009;PSY2_SRC010";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Estrés laboral sostenido;Adultos;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;"PSY2_SRC009;PSY2_SRC010";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Dificultad para desconectar del trabajo;Adultos;bajo;Registro ABC;Registro ABC emocional;Registrar situación, pensamiento, emoción, impulso y conducta.;Comprender ciclos emocionales.;bajo;7 días;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Dificultad para desconectar del trabajo;Adultos;bajo;Registro ABC;Registro de comparación;Detectar comparación, contexto, coste y respuesta alternativa.;Reducir comparación dañina.;bajo;7 días;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Dificultad para desconectar del trabajo;Adultos;bajo;Registro ABC;Registro de carga laboral;Anotar demandas, energía, pausas, horas extra y recuperación.;Detectar burnout/estrés.;bajo;7 días;alta;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Dificultad para desconectar del trabajo;Adultos;bajo;Solución de problemas;Solución de problemas en 5 pasos;Definir problema, opciones, elección, acción y revisión.;Aumentar afrontamiento.;bajo;semanal;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Dificultad para desconectar del trabajo;Adultos;bajo;Higiene del sueño y recuperación;Plan de recuperación;Programar descanso, sueño, ocio y desconexión real.;Recuperar energía.;bajo;semanal;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Dificultad para desconectar del trabajo;Adultos;bajo;Límites laborales;Límite laboral semanal;Definir un límite concreto: horario, correo, descanso o tarea.;Reducir sobrecarga.;bajo;semanal;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Dificultad para desconectar del trabajo;Adultos;bajo;Plan anti-burnout;Matriz demandas-recursos;Listar demandas laborales y recursos disponibles/posibles.;Plan anti-burnout.;medio;30 min;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Dificultad para desconectar del trabajo;Adultos;bajo;Trabajo de valores;Inventario de fortalezas;Listar habilidades, valores, esfuerzos y logros concretos.;Reforzar autoconcepto.;bajo;30 min;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Dificultad para desconectar del trabajo;Adultos;bajo;Trabajo de valores;Actividad de reconexión vital;Programar actividad pequeña vinculada a valores o identidad.;Reconstruir vida cotidiana.;bajo;semanal;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Dificultad para desconectar del trabajo;Adultos;bajo;Trabajo de valores;Clarificación de valores;Elegir 3 valores y una acción pequeña por valor.;Orientar conducta.;bajo;sesión;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Dificultad para desconectar del trabajo;Adultos;bajo;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Conflicto trabajo-vida personal;Adultos;medio;Registro ABC;Registro ABC emocional;Registrar situación, pensamiento, emoción, impulso y conducta.;Comprender ciclos emocionales.;bajo;7 días;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Conflicto trabajo-vida personal;Adultos;medio;Registro ABC;Registro de comparación;Detectar comparación, contexto, coste y respuesta alternativa.;Reducir comparación dañina.;bajo;7 días;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Conflicto trabajo-vida personal;Adultos;medio;Registro ABC;Registro de carga laboral;Anotar demandas, energía, pausas, horas extra y recuperación.;Detectar burnout/estrés.;bajo;7 días;alta;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Conflicto trabajo-vida personal;Adultos;medio;Solución de problemas;Solución de problemas en 5 pasos;Definir problema, opciones, elección, acción y revisión.;Aumentar afrontamiento.;bajo;semanal;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
