AREA;PROBLEMA_OBJETIVO;DESCRIPCION_PROBLEMA;POBLACION;RIESGO_PROBLEMA;FUENTE_IDS;TECNICA_METODO;DESCRIPCION_TECNICA;RIESGO_TECNICA;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO_TAREA;RIESGO_TAREA;DURACION;PRIORIDAD;NOTA_PROFESIONAL
Técnicas de estudio y aprendizaje;Baja metacognición;Dificultad para saber qué se sabe, qué falta y cómo mejorar.;Infantil/Adolescente;bajo;"PSP2_SRC005;PSP2_SRC006";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Registro de distractores;Anotar cuándo se distrae, por qué y qué ayuda a volver.;Detectar patrones de atención.;bajo;7 días;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Técnicas de estudio y aprendizaje;Baja metacognición;Dificultad para saber qué se sabe, qué falta y cómo mejorar.;Infantil/Adolescente;bajo;"PSP2_SRC005;PSP2_SRC006";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Revisión COPS;Revisar mayúsculas, orden, puntuación y ortografía.;Mejorar revisión escrita.;bajo;cada texto;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Técnicas de estudio y aprendizaje;Baja metacognición;Dificultad para saber qué se sabe, qué falta y cómo mejorar.;Infantil/Adolescente;bajo;"PSP2_SRC005;PSP2_SRC006";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Autoevaluación con rúbrica simple;Revisar trabajo con 3-5 criterios visibles.;Mejorar monitorización.;bajo;cada entrega;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de acceso;Requiere ajustes para acceder a información: formato, tiempo, apoyos o entorno.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Diseño Universal para el Aprendizaje;Ofrecer múltiples formas de acceso, expresión y participación.;bajo;Diseño UDL de una tarea;Ofrecer alternativa de acceso, expresión o participación.;Aumentar inclusión.;bajo;por tarea;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de acceso;Requiere ajustes para acceder a información: formato, tiempo, apoyos o entorno.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Adaptación de evaluación;Ajustes de tiempo, formato, entorno, apoyo o vía de respuesta.;medio;Ficha de adaptación educativa;Describir necesidad, ajuste, responsable, duración y revisión.;Formalizar apoyos.;medio;por trimestre;alta;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de acceso;Requiere ajustes para acceder a información: formato, tiempo, apoyos o entorno.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Coordinación familia-centro;Acuerdos breves, objetivos compartidos y seguimiento regular.;bajo;Seguimiento familia-centro;Registro breve de objetivo, avance y barrera semanal.;Coordinar apoyos.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de acceso;Requiere ajustes para acceder a información: formato, tiempo, apoyos o entorno.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Apoyos visuales;Uso de esquemas, pictogramas, mapas, colores, horarios o plantillas.;bajo;Horario visual diario;Representar actividades del día con texto, pictos o colores.;Aumentar anticipación.;bajo;diario;alta;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de acceso;Requiere ajustes para acceder a información: formato, tiempo, apoyos o entorno.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Registro de distractores;Anotar cuándo se distrae, por qué y qué ayuda a volver.;Detectar patrones de atención.;bajo;7 días;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de acceso;Requiere ajustes para acceder a información: formato, tiempo, apoyos o entorno.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Revisión COPS;Revisar mayúsculas, orden, puntuación y ortografía.;Mejorar revisión escrita.;bajo;cada texto;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de acceso;Requiere ajustes para acceder a información: formato, tiempo, apoyos o entorno.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Autoevaluación con rúbrica simple;Revisar trabajo con 3-5 criterios visibles.;Mejorar monitorización.;bajo;cada entrega;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de acceso;Requiere ajustes para acceder a información: formato, tiempo, apoyos o entorno.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Prevención de recaídas educativas;Señales de abandono, plan de mantenimiento y revisión periódica.;bajo;Compromiso mínimo viable;Definir versión mínima de tarea para días difíciles.;Evitar abandono.;bajo;diario;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de acceso;Requiere ajustes para acceder a información: formato, tiempo, apoyos o entorno.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Prevención de recaídas educativas;Señales de abandono, plan de mantenimiento y revisión periódica.;bajo;Revisión mensual de avances;Comparar objetivo, datos, barreras y ajustes necesarios.;Mantener seguimiento.;bajo;mensual;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de expresión;Requiere alternativas para demostrar aprendizaje: oral, visual, digital o tiempo adicional.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Diseño Universal para el Aprendizaje;Ofrecer múltiples formas de acceso, expresión y participación.;bajo;Diseño UDL de una tarea;Ofrecer alternativa de acceso, expresión o participación.;Aumentar inclusión.;bajo;por tarea;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de expresión;Requiere alternativas para demostrar aprendizaje: oral, visual, digital o tiempo adicional.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Adaptación de evaluación;Ajustes de tiempo, formato, entorno, apoyo o vía de respuesta.;medio;Ficha de adaptación educativa;Describir necesidad, ajuste, responsable, duración y revisión.;Formalizar apoyos.;medio;por trimestre;alta;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de expresión;Requiere alternativas para demostrar aprendizaje: oral, visual, digital o tiempo adicional.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Coordinación familia-centro;Acuerdos breves, objetivos compartidos y seguimiento regular.;bajo;Seguimiento familia-centro;Registro breve de objetivo, avance y barrera semanal.;Coordinar apoyos.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de expresión;Requiere alternativas para demostrar aprendizaje: oral, visual, digital o tiempo adicional.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Apoyos visuales;Uso de esquemas, pictogramas, mapas, colores, horarios o plantillas.;bajo;Horario visual diario;Representar actividades del día con texto, pictos o colores.;Aumentar anticipación.;bajo;diario;alta;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de expresión;Requiere alternativas para demostrar aprendizaje: oral, visual, digital o tiempo adicional.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Registro de distractores;Anotar cuándo se distrae, por qué y qué ayuda a volver.;Detectar patrones de atención.;bajo;7 días;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de expresión;Requiere alternativas para demostrar aprendizaje: oral, visual, digital o tiempo adicional.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Revisión COPS;Revisar mayúsculas, orden, puntuación y ortografía.;Mejorar revisión escrita.;bajo;cada texto;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de expresión;Requiere alternativas para demostrar aprendizaje: oral, visual, digital o tiempo adicional.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Autoevaluación con rúbrica simple;Revisar trabajo con 3-5 criterios visibles.;Mejorar monitorización.;bajo;cada entrega;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de expresión;Requiere alternativas para demostrar aprendizaje: oral, visual, digital o tiempo adicional.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Prevención de recaídas educativas;Señales de abandono, plan de mantenimiento y revisión periódica.;bajo;Compromiso mínimo viable;Definir versión mínima de tarea para días difíciles.;Evitar abandono.;bajo;diario;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de adaptación de expresión;Requiere alternativas para demostrar aprendizaje: oral, visual, digital o tiempo adicional.;Infantil/Adolescente;medio;"PSP2_SRC006;PSP2_SRC007";Prevención de recaídas educativas;Señales de abandono, plan de mantenimiento y revisión periódica.;bajo;Revisión mensual de avances;Comparar objetivo, datos, barreras y ajustes necesarios.;Mantener seguimiento.;bajo;mensual;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de coordinación familia-centro;Falta de comunicación clara entre familia, escuela y profesional.;Infantil/Adolescente;bajo;PSP2_SRC006;Diseño Universal para el Aprendizaje;Ofrecer múltiples formas de acceso, expresión y participación.;bajo;Diseño UDL de una tarea;Ofrecer alternativa de acceso, expresión o participación.;Aumentar inclusión.;bajo;por tarea;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de coordinación familia-centro;Falta de comunicación clara entre familia, escuela y profesional.;Infantil/Adolescente;bajo;PSP2_SRC006;Adaptación de evaluación;Ajustes de tiempo, formato, entorno, apoyo o vía de respuesta.;medio;Ficha de adaptación educativa;Describir necesidad, ajuste, responsable, duración y revisión.;Formalizar apoyos.;medio;por trimestre;alta;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de coordinación familia-centro;Falta de comunicación clara entre familia, escuela y profesional.;Infantil/Adolescente;bajo;PSP2_SRC006;Coordinación familia-centro;Acuerdos breves, objetivos compartidos y seguimiento regular.;bajo;Seguimiento familia-centro;Registro breve de objetivo, avance y barrera semanal.;Coordinar apoyos.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de coordinación familia-centro;Falta de comunicación clara entre familia, escuela y profesional.;Infantil/Adolescente;bajo;PSP2_SRC006;Apoyos visuales;Uso de esquemas, pictogramas, mapas, colores, horarios o plantillas.;bajo;Horario visual diario;Representar actividades del día con texto, pictos o colores.;Aumentar anticipación.;bajo;diario;alta;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de coordinación familia-centro;Falta de comunicación clara entre familia, escuela y profesional.;Infantil/Adolescente;bajo;PSP2_SRC006;Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Registro de distractores;Anotar cuándo se distrae, por qué y qué ayuda a volver.;Detectar patrones de atención.;bajo;7 días;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de coordinación familia-centro;Falta de comunicación clara entre familia, escuela y profesional.;Infantil/Adolescente;bajo;PSP2_SRC006;Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Revisión COPS;Revisar mayúsculas, orden, puntuación y ortografía.;Mejorar revisión escrita.;bajo;cada texto;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de coordinación familia-centro;Falta de comunicación clara entre familia, escuela y profesional.;Infantil/Adolescente;bajo;PSP2_SRC006;Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Autoevaluación con rúbrica simple;Revisar trabajo con 3-5 criterios visibles.;Mejorar monitorización.;bajo;cada entrega;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de coordinación familia-centro;Falta de comunicación clara entre familia, escuela y profesional.;Infantil/Adolescente;bajo;PSP2_SRC006;Prevención de recaídas educativas;Señales de abandono, plan de mantenimiento y revisión periódica.;bajo;Compromiso mínimo viable;Definir versión mínima de tarea para días difíciles.;Evitar abandono.;bajo;diario;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Necesidad de coordinación familia-centro;Falta de comunicación clara entre familia, escuela y profesional.;Infantil/Adolescente;bajo;PSP2_SRC006;Prevención de recaídas educativas;Señales de abandono, plan de mantenimiento y revisión periódica.;bajo;Revisión mensual de avances;Comparar objetivo, datos, barreras y ajustes necesarios.;Mantener seguimiento.;bajo;mensual;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Seguimiento de ajustes educativos;Necesidad de revisar si las adaptaciones son útiles y sostenibles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Diseño Universal para el Aprendizaje;Ofrecer múltiples formas de acceso, expresión y participación.;bajo;Diseño UDL de una tarea;Ofrecer alternativa de acceso, expresión o participación.;Aumentar inclusión.;bajo;por tarea;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Seguimiento de ajustes educativos;Necesidad de revisar si las adaptaciones son útiles y sostenibles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Adaptación de evaluación;Ajustes de tiempo, formato, entorno, apoyo o vía de respuesta.;medio;Ficha de adaptación educativa;Describir necesidad, ajuste, responsable, duración y revisión.;Formalizar apoyos.;medio;por trimestre;alta;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Seguimiento de ajustes educativos;Necesidad de revisar si las adaptaciones son útiles y sostenibles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Coordinación familia-centro;Acuerdos breves, objetivos compartidos y seguimiento regular.;bajo;Seguimiento familia-centro;Registro breve de objetivo, avance y barrera semanal.;Coordinar apoyos.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Seguimiento de ajustes educativos;Necesidad de revisar si las adaptaciones son útiles y sostenibles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Apoyos visuales;Uso de esquemas, pictogramas, mapas, colores, horarios o plantillas.;bajo;Horario visual diario;Representar actividades del día con texto, pictos o colores.;Aumentar anticipación.;bajo;diario;alta;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Seguimiento de ajustes educativos;Necesidad de revisar si las adaptaciones son útiles y sostenibles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Registro de distractores;Anotar cuándo se distrae, por qué y qué ayuda a volver.;Detectar patrones de atención.;bajo;7 días;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Seguimiento de ajustes educativos;Necesidad de revisar si las adaptaciones son útiles y sostenibles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Revisión COPS;Revisar mayúsculas, orden, puntuación y ortografía.;Mejorar revisión escrita.;bajo;cada texto;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Seguimiento de ajustes educativos;Necesidad de revisar si las adaptaciones son útiles y sostenibles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Monitorización y autoevaluación;Revisar proceso, resultado, errores y próximos pasos.;bajo;Autoevaluación con rúbrica simple;Revisar trabajo con 3-5 criterios visibles.;Mejorar monitorización.;bajo;cada entrega;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Seguimiento de ajustes educativos;Necesidad de revisar si las adaptaciones son útiles y sostenibles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Prevención de recaídas educativas;Señales de abandono, plan de mantenimiento y revisión periódica.;bajo;Compromiso mínimo viable;Definir versión mínima de tarea para días difíciles.;Evitar abandono.;bajo;diario;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Adaptaciones educativas y coordinación;Seguimiento de ajustes educativos;Necesidad de revisar si las adaptaciones son útiles y sostenibles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Prevención de recaídas educativas;Señales de abandono, plan de mantenimiento y revisión periódica.;bajo;Revisión mensual de avances;Comparar objetivo, datos, barreras y ajustes necesarios.;Mantener seguimiento.;bajo;mensual;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conducta disruptiva leve en aula;Interrupciones, llamadas de atención o incumplimiento de normas sin alto riesgo.;Infantil/Adolescente;medio;"PSP2_SRC005;PSP2_SRC006";Refuerzo positivo específico;Reforzar conducta concreta, esfuerzo y estrategia usada.;bajo;Juego de espera de turno;Practicar esperar turno en juego breve con refuerzo inmediato.;Reducir impulsividad.;bajo;2-3 veces/semana;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conducta disruptiva leve en aula;Interrupciones, llamadas de atención o incumplimiento de normas sin alto riesgo.;Infantil/Adolescente;medio;"PSP2_SRC005;PSP2_SRC006";Refuerzo positivo específico;Reforzar conducta concreta, esfuerzo y estrategia usada.;bajo;Registro de autoeficacia;Anotar esfuerzo, estrategia usada y avance pequeño.;Mejorar autoconcepto académico.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conducta disruptiva leve en aula;Interrupciones, llamadas de atención o incumplimiento de normas sin alto riesgo.;Infantil/Adolescente;medio;"PSP2_SRC005;PSP2_SRC006";Refuerzo positivo específico;Reforzar conducta concreta, esfuerzo y estrategia usada.;bajo;Menú de recompensas educativas;Crear lista de reforzadores no excesivos y acordados.;Mejorar motivación.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conducta disruptiva leve en aula;Interrupciones, llamadas de atención o incumplimiento de normas sin alto riesgo.;Infantil/Adolescente;medio;"PSP2_SRC005;PSP2_SRC006";Economía de fichas / contrato conductual;Sistema estructurado de puntos/acuerdos y recompensas proporcionales.;medio;Contrato de esfuerzo semanal;Acuerdo breve de conducta/objetivo con refuerzo específico.;Aumentar adherencia y motivación.;medio;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conducta disruptiva leve en aula;Interrupciones, llamadas de atención o incumplimiento de normas sin alto riesgo.;Infantil/Adolescente;medio;"PSP2_SRC005;PSP2_SRC006";Economía de fichas / contrato conductual;Sistema estructurado de puntos/acuerdos y recompensas proporcionales.;medio;Norma visual y consecuencia lógica;Definir norma observable, recordatorio visual y consecuencia proporcionada.;Mejorar conducta en aula.;medio;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conducta disruptiva leve en aula;Interrupciones, llamadas de atención o incumplimiento de normas sin alto riesgo.;Infantil/Adolescente;medio;"PSP2_SRC005;PSP2_SRC006";Autoinstrucciones;Enseñar diálogo interno: paro, miro, pienso, hago, reviso.;bajo;Tarjeta de autoinstrucciones;Crear tarjeta: paro, leo, subrayo, hago, reviso.;Mejorar control ejecutivo.;bajo;diario;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conducta disruptiva leve en aula;Interrupciones, llamadas de atención o incumplimiento de normas sin alto riesgo.;Infantil/Adolescente;medio;"PSP2_SRC005;PSP2_SRC006";Técnicas de regulación emocional;Respiración, pausa, escala de emoción y plan de afrontamiento.;medio;Tarjeta de afrontamiento de examen;Frases útiles, respiración y pasos si aparece bloqueo.;Manejar ansiedad académica.;bajo;antes de examen;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conducta disruptiva leve en aula;Interrupciones, llamadas de atención o incumplimiento de normas sin alto riesgo.;Infantil/Adolescente;medio;"PSP2_SRC005;PSP2_SRC006";Resolución de conflictos;Identificar problema, emociones, opciones, acuerdo y reparación.;bajo;Guion de reparación de conflicto;Qué pasó, cómo se sintió cada uno, qué puedo reparar.;Mejorar convivencia.;bajo;tras conflicto;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conducta disruptiva leve en aula;Interrupciones, llamadas de atención o incumplimiento de normas sin alto riesgo.;Infantil/Adolescente;medio;"PSP2_SRC005;PSP2_SRC006";Entrenamiento en habilidades cooperativas;Roles, turnos, escucha, ayuda y responsabilidad grupal.;bajo;Roles cooperativos visibles;Asignar rol, tarea y criterio de éxito en trabajo grupal.;Mejorar cooperación.;bajo;cada grupo;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conducta disruptiva leve en aula;Interrupciones, llamadas de atención o incumplimiento de normas sin alto riesgo.;Infantil/Adolescente;medio;"PSP2_SRC005;PSP2_SRC006";Coordinación familia-centro;Acuerdos breves, objetivos compartidos y seguimiento regular.;bajo;Seguimiento familia-centro;Registro breve de objetivo, avance y barrera semanal.;Coordinar apoyos.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Dificultad para seguir normas;Problemas para comprender, recordar o aceptar normas del aula.;Infantil/Adolescente;bajo;PSP2_SRC006;Refuerzo positivo específico;Reforzar conducta concreta, esfuerzo y estrategia usada.;bajo;Juego de espera de turno;Practicar esperar turno en juego breve con refuerzo inmediato.;Reducir impulsividad.;bajo;2-3 veces/semana;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Dificultad para seguir normas;Problemas para comprender, recordar o aceptar normas del aula.;Infantil/Adolescente;bajo;PSP2_SRC006;Refuerzo positivo específico;Reforzar conducta concreta, esfuerzo y estrategia usada.;bajo;Registro de autoeficacia;Anotar esfuerzo, estrategia usada y avance pequeño.;Mejorar autoconcepto académico.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Dificultad para seguir normas;Problemas para comprender, recordar o aceptar normas del aula.;Infantil/Adolescente;bajo;PSP2_SRC006;Refuerzo positivo específico;Reforzar conducta concreta, esfuerzo y estrategia usada.;bajo;Menú de recompensas educativas;Crear lista de reforzadores no excesivos y acordados.;Mejorar motivación.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
